atmospheric_CO2,CO2_emissions
323.56,0.3526
324.8,0.3526
326.01,0.3526
326.77,0.369
327.63,0.369
327.75,0.369
329.72,0.369
330.07,0.369
329.09,0.369
328.04,0.369
326.32,0.369
324.84,0.369
325.2,0.369
326.5,0.369
327.55,0.369
328.55,0.3884
329.57,0.3884
330.3,0.3884
331.5,0.3884
332.48,0.3884
332.07,0.3884
330.87,0.3884
329.31,0.3884
327.52,0.3884
327.19,0.3884
328.17,0.3884
328.65,0.3884
329.36,0.3866
330.71,0.3866
331.49,0.3866
332.65,0.3866
333.19,0.3866
332.2,0.3866
331.07,0.3866
329.15,0.3866
327.33,0.3866
327.28,0.3866
328.31,0.3866
329.58,0.3866
330.73,0.3864
331.46,0.3864
331.94,0.3864
333.11,0.3864
333.95,0.3864
333.42,0.3864
331.97,0.3864
329.95,0.3864
328.49,0.3864
328.36,0.3864
329.38,0.3864
330.77,0.3864
331.56,0.4063
332.74,0.4063
333.36,0.4063
334.74,0.4063
334.72,0.4063
333.97,0.4063
333.08,0.4063
330.68,0.4063
328.96,0.4063
328.72,0.4063
330.16,0.4063
331.62,0.4063
332.68,0.4175
333.17,0.4175
334.96,0.4175
336.14,0.4175
336.93,0.4175
336.17,0.4175
334.89,0.4175
332.56,0.4175
331.29,0.4175
331.28,0.4175
332.46,0.4175
333.6,0.4175
334.94,0.4327
335.26,0.4327
336.66,0.4327
337.69,0.4327
338.02,0.4327
338.01,0.4327
336.5,0.4327
334.42,0.4327
332.36,0.4327
332.45,0.4327
333.76,0.4327
334.91,0.4327
336.14,0.4437
336.69,0.4437
338.27,0.4437
338.82,0.4437
339.24,0.4437
339.26,0.4437
337.54,0.4437
335.72,0.4437
333.97,0.4437
334.24,0.4437
335.32,0.4437
336.81,0.4437
337.9,0.4415
338.34,0.4415
340.07,0.4415
340.93,0.4415
341.45,0.4415
341.36,0.4415
339.45,0.4415
337.67,0.4415
336.25,0.4415
336.14,0.4415
337.3,0.4415
338.29,0.4415
339.29,0.4294
340.55,0.4294
341.63,0.4294
342.6,0.4294
343.04,0.4294
342.54,0.4294
340.82,0.4294
338.48,0.4294
336.95,0.4294
337.05,0.4294
338.58,0.4294
339.91,0.4294
340.93,0.426
341.76,0.426
342.78,0.426
343.96,0.426
344.77,0.426
343.88,0.426
342.42,0.426
340.24,0.426
338.37,0.426
338.41,0.426
339.44,0.426
340.78,0.426
341.57,0.4299
342.78,0.4299
343.37,0.4299
345.4,0.4299
346.14,0.4299
345.76,0.4299
344.32,0.4299
342.51,0.4299
340.46,0.4299
340.53,0.4299
341.79,0.4299
343.2,0.4299
344.21,0.4425
344.92,0.4425
345.68,0.4425
347.38,0.4425
347.77,0.4425
347.16,0.4425
345.79,0.4425
343.74,0.4425
341.59,0.4425
341.86,0.4425
343.31,0.4425
345,0.4425
345.48,0.4582
346.41,0.4582
347.91,0.4582
348.66,0.4582
349.28,0.4582
348.65,0.4582
346.9,0.4582
345.26,0.4582
343.47,0.4582
343.35,0.4582
344.73,0.4582
346.12,0.4582
346.78,0.4648
347.48,0.4648
348.25,0.4648
349.86,0.4648
350.52,0.4648
349.98,0.4648
348.25,0.4648
346.17,0.4648
345.48,0.4648
344.82,0.4648
346.22,0.4648
347.48,0.4648
348.73,0.48
348.92,0.48
349.81,0.48
351.4,0.48
352.15,0.48
351.58,0.48
350.21,0.48
348.2,0.48
346.66,0.48
346.72,0.48
348.08,0.48
349.28,0.48
350.51,0.4985
351.7,0.4985
352.5,0.4985
353.67,0.4985
354.35,0.4985
353.88,0.4985
352.8,0.4985
350.49,0.4985
348.97,0.4985
349.37,0.4985
350.42,0.4985
351.62,0.4985
353.07,0.5049
353.43,0.5049
354.08,0.5049
355.72,0.5049
355.95,0.5049
355.44,0.5049
354.05,0.5049
351.84,0.5049
350.09,0.5049
350.33,0.5049
351.55,0.5049
352.91,0.5049
353.86,0.517
355.1,0.517
355.75,0.517
356.38,0.517
357.38,0.517
356.39,0.517
354.89,0.517
353.06,0.517
351.38,0.517
351.69,0.517
353.14,0.517
