temp_Iceland,temp_Azores,temp_St_Helena,temp_Rothera
-6.02,14.74,20.52,-1.5
1.77,14.74,18.92,-2.9
3.63,15.04,17.32,-8.7
9.89,18.14,15.92,-8
8.59,19.94,15.52,-8.2
10.35,20.94,14.72,-8.5
8.81,20.94,15.42,-9.89
1.63,19.34,14.82,-7.5
-0.69,15.74,17.42,-3.8
-2.11,15.84,19.22,-0.1
-3.98,14.34,19.92,0
-4.18,13.04,20.52,-0.7
-2.98,12.84,20.22,-1.5
0.77,13.74,19.82,-1.6
4.31,16.04,18.32,-5.4
8.09,17.44,17.12,999
11.87,18.74,15.72,-8.1
10.86,21.34,15.62,-13.1
8.61,20.14,16.02,-12.4
-0.02,18.04,16.22,-5.4
2.73,14.74,17.32,-3.2
-1.87,13.55,18.62,-0.1
-3.28,13.45,19.32,0.2
-6.01,12.15,20.92,-0.9
-3.09,13.25,20.92,-4.9
0.29,13.85,20.72,-6.4
4.72,14.35,19.02,-12.3
10.54,17.35,17.42,-18.4
10.07,19.45,16.12,-15.5
12.27,20.55,15.72,-10.7
6.56,19.85,15.52,-6.1
3.41,17.75,15.92,-9
-3.07,15.15,17.02,-3.5
-1.06,13.36,16.72,0.6
-1.35,12.96,18.32,-0.2
-4.2,12.26,19.32,-0.8
-4.47,12.66,19.42,-2.2
0.7,14.76,19.52,999
5.59,15.66,18.72,-8.8
10.73,17.16,16.52,-8.8
7.76,20.06,16.32,-5.3
9.99,21.26,15.32,-11
6.74,20.66,14.52,-3.8
2.83,18.66,15.32,-2.4
-1.16,16.36,16.22,-0.6
1.2,13.96,17.82,0.8
-5.33,13.26,19.12,1.5
-0.84,12.66,20.52,0.5
-0.27,13.56,20.12,-0.5
1.99,13.66,19.62,-1.9
6.49,14.86,18.72,-5.2
8.55,17.06,16.92,-3.1
10.64,19.36,15.72,-5.8
9.95,20.16,15.42,-6.8
7.37,19.66,15.32,-5.6
2.86,18.86,15.72,-2.6
-0.66,16.16,16.12,-1.4
-2.07,15.07,16.52,0.7
2.7,12.37,19.22,2
0.97,11.77,20.22,1.1
1.96,12.47,20.52,-0.5
2.71,14.97,20.02,-2.7
8.03,15.97,18.62,-3.8
8.38,17.97,16.82,-6.9
11.38,21.27,16.12,-5.3
9.92,21.17,15.52,-10.6
8.41,20.07,15.42,-5.9
4.27,17.04,15.92,-3.9
-0.41,16.54,16.62,-2.4
0.6,13.65,17.82,0.6
2.34,12.65,19.02,999
-4.85,12.05,20.82,-0.2
1.89,13.54,21.02,-2.09
2.18,14.33,20.52,-6.6
4.95,14.34,19.62,-8.39
7.71,17.1,17.02,-10.1
11.07,19.4,16.32,-8.7
10.4,21.16,13.62,-6.5
9.26,19.9,15.82,-7
3.16,18,16.02,-4.1
-5.28,16.5,16.62,-1.4
-5.79,15.29,18.02,0.3
0.28,999,19.02,1
-1.39,13.67,20.03,1.3
3.85,13.07,18.23,0.5
7.15,13.1,19.93,-3.8
7.84,15.34,18.43,-5.1
10.14,17.41,17.23,-3.5
10.82,18.69,16.23,-8.1
9.14,19.33,15.43,-7.7
5.24,19.1,15.03,-9.2
4.12,18.26,15.43,-2.8
0.95,16.27,16.83,-1.1
-3.78,15.6,18.13,1
-6.24,13.65,18.43,1.3
1.25,12.69,20.63,1
-1.36,14.05,20.13,-1.1
0.78,14.05,20.03,-2.5
6.68,15.89,19.03,-5.7
7.33,17.9,17.63,-9.1
12.23,19.91,16.23,-15.4
12.04,20.59,15.03,-11.3
4.75,19.7,14.63,-7.2
4.41,18.27,15.13,-5.3
1.34,16.26,15.93,-3.8
-1.06,14,16.83,0.2
-4.61,14.19,18.73,999
0.73,12.5,19.33,999
1.87,13.01,19.23,999
3.16,13.25,18.93,999
6.15,15.09,17.33,999
10.3,999,16.23,999
13.45,20.36,15.33,999
13.36,20.2,14.83,999
8.74,18.65,15.43,999
5.34,17.44,15.89,999
2.69,16.32,16.57,999
-3.5,13.61,18.26,-0.2
-2.8,13.49,19.99,999
-2.86,13.89,21.1,999
0.49,13.68,20.82,999
-0.42,14.2,20.26,-1.9
7.12,16.57,18.6,-7.1
9.97,18.14,16.74,-10.2
11.77,20.08,15.95,-14.8
10.51,20.99,15.92,-11.7
7.82,20.37,15.09,-17.7
3.62,17.94,15.94,-10.3
-2.04,16.44,16.38,-2.6
-0.54,14.01,17.46,0
-3.18,13.02,19.6,0
-3.89,13.53,20.61,-1
-0.57,13.54,20.15,-3
3.03,14.3,18.89,-5.1
7.25,15.34,17.9,-6.5
9.02,16.87,17.57,-8.7
11.04,19.03,16.27,-19.5
13.01,21.33,15.04,-14.6
7.13,21.45,15.16,-8
3.99,18.32,15.65,-7.3
-0.64,16.97,16.58,-4.5
0.58,14.19,17.66,-0.9
-5.76,12.58,19.22,0.9
-2.14,14.01,20.22,-0.4
-6.59,13.05,20.18,-0.5
0.55,13.96,20.1,-3.5
-0.16,15.73,18.85,-10
9.65,18.15,17.47,-11.2
9.23,20.26,15.92,-12.1
8.92,21.54,15.92,-12.7
3.88,21.49,16.49,-8.2
4.45,17.89,16.3,-7.6
-0.74,17.52,16.66,-2.3
-1.19,15.66,17.72,0.2
-2.62,14.38,19.11,0.6
-0.32,14.07,20.33,0.9
0.66,13.75,20.69,-4.19
4.19,14.68,20.52,-10.6
8.6,16.64,19.04,-11.3
9.83,18.23,17.37,-15.1
11.52,20.28,16.66,-20.5
10.86,22.68,15.97,-18.1
7.27,20.46,15.87,-11.1
-0.37,18.9,15.88,-7.8
-0.3,16.59,16.48,-6.5
-4.02,15.13,17.26,0
-3.52,13.85,19.07,0.6
-2.36,13.31,19.97,-1.3
-2.8,14.56,19.87,-1.5
4.09,13.58,19.69,-3.6
5.49,15.67,999,-8.8
8.27,17.78,999,-9.39
10.2,19.26,999,-9.7
11.5,20.98,999,-12.7
6.48,20.89,999,-10.3
-0.63,17.85,999,-7.5
-1.83,16.96,999,-4.3
-3.47,15.54,999,-0.3
-3.35,14.77,999,1.2
1.34,13.41,999,0
0.01,13.72,999,-1.5
3.79,13.53,999,-3.5
3.92,15.63,999,-2.8
9.53,17,999,-4.3
12.22,18.57,999,-15.2
9.01,20.23,999,-14.2
4.91,19.9,999,-11
3.63,18.19,999,-9.7
-1.69,15.12,999,-5.2
-2.51,14.5,999,0.3
-2.88,13.86,999,1.6
1.56,13.65,999,0.2
-1.93,13.73,999,-1.7
-1.77,13.97,999,-1.4
3.83,14.85,17.97,-2.5
9.17,16.59,16.75,-4.6
11.22,19.06,15.8,-5.1
10.83,20.35,15.12,-7.1
5.38,20.59,16.08,-8.39
1.87,18.18,16.09,-6
-0.05,15.69,16.78,-1.3
-1.41,14.73,17.94,0.8
-5.16,13.47,20.25,1.1
0.32,13.29,20.86,1.1
1.26,13.35,20.65,0.7
4.62,15.22,20,-2.6
7.36,15.75,18.5,-5.4
10.64,17.65,17.55,-9.89
13.25,19.1,16.52,-8.6
12.73,20.96,16.34,-7
6.78,20.61,16.46,-3.8
2.1,19.42,16.24,-6.2
-0.53,15.88,17.09,-2.3
0.19,14.07,17.82,1.1
-2.42,13.9,19.28,1.9
-1.97,12.67,20.44,0.9
-0.63,13.76,20.11,-0.9
1.7,13.62,19.54,-2.2
7.44,15.44,999,-4.3
9.44,17.71,999,-5.8
9.8,19.39,16.2,-8.6
8.76,21.49,15.5,-7.4
5.39,21.36,15.21,-4.9
6.25,18.43,15.55,-3.6
-1.51,15.57,16.54,-0.1
-4.61,13.91,18.19,0.2
-1.59,13.49,19.74,1.1
-0.64,13.34,20.63,1.4
0.3,13.41,20.73,-1.1
2.67,12.91,19.92,-2.3
3.84,15.79,19.24,-9.3
11.38,17.78,17.2,-8.5
10.22,20.63,16.08,-9.89
10.25,21.68,16.24,-12.1
6.51,20,15.83,-10.7
1.77,19.39,16.4,-5.2
-0.8,16.47,16.69,-3.6
-1.66,15.82,17.81,-0.1
1.99,15.12,19.65,1.8
-0.85,14.86,20.69,0.7
-0.02,14.58,20.57,-2
3.56,13.53,20.44,-4.5
8.34,15.16,19.37,-4.4
9.59,18.54,17.75,-10.8
12.24,20.81,16.36,-20.5
10.6,21.84,16.26,-11.6
7.09,20.93,15.65,-15.9
1.55,17.12,15.98,-6
3.91,16.14,17.12,-2.2
1.35,15.09,18.62,0
-4.84,13.23,19.93,1.1
-2.4,12.78,20.93,0.4
-2.09,14.49,21.36,-1.4
-1.24,16.11,20.29,-2.8
6.9,15.76,19.49,-3.6
11.69,18.35,17.83,-7.2
10.28,20.8,16.12,-7.7
11.67,22.53,16.09,-12.4
6.97,21.84,15.96,-6
3.51,18.78,16.19,-3.9
1.82,16.18,17.38,-1.7
-0.97,16.27,18.71,0.8
-0.94,14.58,20.34,2
-3.96,14.12,21.52,2
-2.26,13.75,21.89,0.3
0.66,14.35,19.97,-4
5.37,16.11,19.69,-2.6
10.33,999,17.44,-5.2
12.88,21.49,16.54,-2.7
10.6,21.91,15.99,-3.9
7.36,20.37,16.17,-4.8
4.06,18.11,15.86,-3.3
-0.02,15.17,16.59,-0.8
-1.02,14.51,18.02,1.2
-0.51,13.75,19.43,2.5
-2.32,13.51,21.06,2.7
-2.81,14.29,21.54,-1
-0.08,13.71,20.92,-4
7.79,16.49,19.57,-4.8
10.57,18.59,17.97,-6
13.29,21.76,16.87,-5.1
11.03,21.51,16.47,-10.6
6.76,20.91,16.47,-8.1
3.89,17.91,16.47,-5.3
1.74,16.72,999,-4.19
-0.39,14.45,18.47,0.1
1.45,13.74,999,1
0.51,13.4,999,0.6
1.71,13.86,999,-1.8
1.01,15.06,21.17,-2.8
9.44,15.78,999,-7.9
8.67,20.28,999,-13.9
13.13,21.7,16.37,-10.1
12.35,22.47,999,-10.1
7.58,22.04,999,-6.4
4.65,18.66,999,-7
-0.79,17.09,999,-2.6
0.71,15.66,999,0.8
3.21,15.05,999,1.6
-0.55,13.87,999,-0.6
-0.12,15.57,999,-2.8
2.47,16.42,999,-3.2
7.1,15.94,18.97,-7.5
10.55,17.78,16.87,-14.1
10.42,20.95,999,-13.7
10.15,21.7,999,-9.6
6.99,999,999,-7.6
4.08,19.58,999,-5.8
-0.26,18.38,999,-1.8
-0.57,15.39,999,1.9
-4.46,14.99,999,1.7
0.97,13.99,999,0.9
1.29,13.79,999,-1.8
3.67,14.79,999,-3.2
6.12,14.99,999,-6
8.73,999,17.97,-9
8.28,999,16.87,-9.5
9.79,20.49,16.57,-8
9.22,20.59,17.47,-7.6
4.13,17.99,17.67,-4.8
5.05,999,18.37,-1.1
-3.19,14.69,18.87,-0.8
-2.91,13.69,19.67,0.3
0.58,13.49,20.87,-0.4
-1.57,14.59,21.27,-1.3
1.15,999,999,-2.9
7.66,16.09,19.77,-5.2
8.44,17.59,17.57,-10.6
12.99,20.19,16.57,-15.6
12.05,21.29,15.57,-8.89
7.16,21.89,16.17,-8.89
1.87,20.39,17.07,-10.5
1.13,17.79,999,-0.3
-1.15,16.4,18.57,0.1
-2.82,16.09,20.07,2
-3.97,15.2,21.77,0
-2.24,15.75,21.82,-1.5
0.29,16.45,21.41,-2.2
4.04,18.75,999,-4.1
11.12,19.75,18.17,-10.8
11,21.55,16.67,-13.9
12.95,23,16.17,-14.9
8.2,21.2,16.32,-11.8
2.56,19.2,999,-3.6
0.53,16,999,-3
-2.18,15.76,18.66,1
-0.12,12.36,20.52,1.5
-1.78,13.26,21.67,0.6
3.59,14.16,22.07,-0.6
3.57,15.01,21.22,-1.95
6.99,15.85,20.06,999
9.68,19.06,17.92,-7
12.61,20.96,16.92,999
11.35,999,999,999
11.85,999,15.92,999
3.36,999,16.07,999
-4.59,999,999,999
-2.36,999,999,999
-1.22,999,18.92,999
-1.9,14.63,19.77,999
-1.32,999,999,-0.19
3.61,999,19.72,999
5.38,999,18.36,999
8.76,999,17.42,999
13.57,999,16.47,-15.4
11.6,21.9,16.27,-10.4
8.63,21.56,16.87,-11.7
4.05,20.7,999,-5.4
2.15,16.87,18.27,-2.7
0.85,15.74,19.53,1
-0.26,13.76,19.89,1.8
-2.59,13.62,21.23,1.7
-1.79,14.35,21.29,0.1
2.3,999,21.18,-0.5
7.91,999,20.13,-4.1
8.38,999,19.24,-2.8
9.26,999,16.94,-5.6
11.44,999,15.89,-6.8
7.17,999,16.24,-6.9
1.63,999,999,-4.69
-0.4,999,16.94,-2.3
-0.25,999,18.08,0.5
-1.5,14.81,999,1.7
-1.38,15.76,21.54,0.9
-3.17,14.36,21.49,0.3
0.64,16.47,999,-1.2
7.54,16.23,19.84,-1.9
11.3,18.79,18.49,-6.6
12.46,21.58,17.34,999
12.2,22.43,999,999
7.94,20.71,16.34,-10.8
4.11,18.93,16.64,-3.8
1.93,15.96,17.84,-1.2
-1.92,16.29,18.68,0.3
0.89,13.55,20.29,0.2
-1.97,15.37,21.44,0.6
0.36,14.94,21.79,-1
1.17,14.29,20.94,-2.43
8.14,16.23,999,-3.55
9.76,18.79,18.09,-5.45
13.26,19.86,17.14,-5.5
12.21,21.53,16.69,-10.6
9.26,21.22,16.34,-11.95
4.25,19.77,16.54,-4.75
0.72,18.05,17.64,-1.25
-0.83,14.96,18.54,0.9
1.47,14.79,20.43,2.85
-0.4,14.11,20.93,2
-2.58,14.56,21.14,0.04
2.07,15.45,20.84,-3.2
7.61,16.34,19.59,-1.1
8.61,18.71,18.48,-5.7
11.41,22.2,16.43,-11.8
10.54,22.31,16.04,-8.44
8.93,21.77,15.83,-5.1
4.84,18.94,16.49,-3.25
1.52,17.55,17.94,-1.5
1.81,15.29,19.14,0.3
-0.21,14.34,20.14,2
-4.69,14.58,21.34,1.45
-2.02,13.29,21.54,-2.4
4.38,15.1,21.04,999
6.08,16.81,19.94,-10.25
10.1,18.61,18.04,-17.1
11.59,21.07,16.74,-12.35
10.75,22.49,15.74,-12.7
9.96,20.88,16.84,999
4.61,18.25,16.89,999
3.49,16.05,17.54,999
2.74,15.13,18.89,1.35
-0.94,14.6,20.69,2.7
2.2,13.56,21.84,0.9
4.09,13.58,21.79,-0.12
6.42,13.93,21.34,-2.4
5.59,16.74,20.39,-5.35
11.17,18.3,18.54,-9.7
12.23,21.12,17.74,-6.3
13.4,22.23,16.54,-7
8.98,21.42,17.24,-8.1
4.32,18.01,17.54,-6.71
0.73,16.19,18.49,-3.06
-1.19,15.8,19.18,-0.5
-2.09,16.3,19.69,1.33
0.7,14.41,20.89,1
4.26,14.41,20.64,-0.56
5.26,15.26,19.79,-2
6.77,17.12,19.34,-3.45
10.35,20.22,17.54,-7.2
12.95,21.37,17.24,-8.5
12.79,21.83,15.74,-10.8
9.47,22.02,16.08,-10.45
3.65,19.28,16.99,-5.56
-0.04,17.58,18.08,-1.27
-0.81,14.96,19.89,0.8
-0.53,15.3,21.34,1.1
1.37,14.15,22.19,0.85
2.88,14.86,22.19,-2
3.51,15.88,20.84,-3.95
4.81,16.55,19.29,-5.09
9.94,19.22,17.93,-12.18
12.7,21.05,17.73,-11.53
11,22.73,16.29,-10.8
4.74,22.29,16.34,-7.1
1.79,19.23,16.58,-4.28
-0.36,15.82,17.54,-1.4
1.72,15.33,19.08,-0.9
2.29,14.24,20.44,1.26
1.94,14.16,21.48,1.5
-0.46,15.21,21.89,-0.38
1.74,15.3,20.34,-2.1
4.54,17.05,19.49,-3.58
12.47,18.49,18.18,-7.96
12.39,21.25,16.84,-9.23
12.55,22.32,16.29,-14.62
8.64,21.55,16.29,-11.98
4.31,18.84,16.59,-3.49
-1.06,16.92,16.94,-3.32
2.62,15.59,18.44,0.81
-1.08,15.04,19.84,1.85
-2.06,14.62,20.99,1.01
2.74,14.19,21.39,-1.67
4.94,15.46,20.94,-4.25
4.54,17.02,19.64,-3.45
10.74,18.07,17.74,-6.15
10.74,20.86,17.13,-12.05
11.31,21.8,15.73,-7.58
7.24,20.86,16.39,-4.55
6.32,19.85,16.34,-6.07
1.52,17.81,17.29,-3.27
1.16,16.34,18.59,-0.1
-1.46,15.59,20.54,2.22
0.04,14.7,21.64,1.37
-1.36,15.08,21.49,-1.11
1.44,14.72,21.19,-2.71
8.04,16.84,19.74,-3.05
9.14,19.54,17.84,-3.77
12.44,20.84,16.89,-8.66
11.54,22.04,16.64,-11.24
9.84,20.74,16.09,-1.9
1.75,20.75,16.28,-2.75
1.87,17.79,16.64,-0.62
0.02,15.91,18.53,-0.53
0.76,15.83,20.09,1.73
-2.92,14.66,21.44,0.82
-0.96,13.83,21.84,0.4
3.54,15.23,21.24,-4.86
7.34,16.61,20.08,-3.5
9.74,18.21,17.89,-6.35
11.14,20.31,17.19,-12.01
10.54,22.11,16.49,-8.67
7.94,21.71,16.54,-8.37
2.84,20.88,17.44,-6.17
1.24,17.22,17.99,-3.28
-0.02,15.11,19.54,0.65
1.05,15.28,20.64,1.84
-1.89,14.37,21.89,1.38
2.07,14.45,22.33,-1.64
1.53,14.97,20.69,-3.79
6.53,17.2,19.59,-4.1
11.23,19.29,17.93,-3.9
11.13,21.51,16.64,-8.04
11.53,22.41,16.58,-9.11
9.73,21.41,16.24,-4.39
5.35,19.64,16.69,-2.34
-0.51,17.33,17.79,-0.7
0.58,15.27,18.94,-0.05
0.5,14.77,20.44,1.07
0.95,15.05,21.39,1.27
0.22,14.55,21.78,-0.3
5.63,15,20.84,-4.51
5.23,15.9,19.29,-3.15
6.73,18.6,17.74,-7.61
12.03,21.2,16.79,-10.34
9.93,23.3,16.09,-9.27
7.93,22.16,16.18,-9.66
4.38,20.4,16.64,-5.42
2.93,16.47,16.73,-2.48
-3.33,14.51,17.24,0.91
1.63,13.24,18.64,0.59
3.39,13.04,20.79,-0.78
3.13,15.4,21.54,-0.75
2.23,999,20.39,-2.46
5.93,17.1,19.53,-2.83
8.93,17.88,16.34,-10.06
13.94,20.8,16.34,-8.41
12.13,999,15.44,-6.28
6.03,999,15.44,-5.77
2.03,999,15.59,-7.3
-0.34,15.89,16.44,-4.45
-0.33,16.06,18.44,-0.29
2.09,13.9,20.19,1.81
2.43,12.9,21.29,0.91
0,14.86,21.78,0.74
-0.37,13.79,21.04,-1.85
5.73,15.99,19.64,-5.36
11.43,19.22,17.59,-9.18
11.23,20.49,16.54,-10.25
12.18,22.09,15.69,-9.7
6.43,21.39,15.74,-9.15
3.6,19.95,16.14,-5.6
1.49,17.71,17.18,-4.71
-1.13,16.01,19.14,-1.91
2.14,14.38,20.38,1.11
-0.18,13.83,21.99,-0.39
1.42,14.83,21.54,-2.01
3.62,15.08,21.04,-1.3
7.52,18.13,20.09,-3.3
12.22,19.18,17.73,-5.6
13.42,21.28,16.14,-6.7
10.92,23.08,15.74,-8.65
10.02,20.38,16.14,-7.33
3.07,19.28,16.29,-5.7
3.47,16.23,17.63,-3.8
-1.08,15.18,18.69,-0.55
-1.03,14.23,21.24,1
-0.23,14.38,21.78,0.5
1.42,14.68,21.74,-0.9
2.62,15.03,21.09,-2.05
4.02,17.13,19.79,-5.85
9.07,19.43,17.44,-12.8
9.12,20.78,16.29,-15.2
10.67,21.78,16.04,-12.1
10.07,20.23,16.34,-13.3
5.37,20.23,16.94,-3.85
1.22,15.53,17.39,-3.2
-2.08,14.02,19.34,-0.45
-2.28,12.77,20.59,0.55
-2.93,14.17,22.14,0.6
1.57,13.17,21.59,-0.85
3.42,14.42,21.24,-5.45
7.32,16.56,19.84,-2.3
12.52,19.32,18.99,-3.15
11.32,999,17.44,-10.25
11.57,23.27,17.14,-13.7
8.52,22.27,16.54,-4.8
7.92,19.27,17.09,-2.35
3.17,16.67,17.74,-3.15
3.17,14.27,19.19,0.55
0.57,13.87,21.04,1.25
2.97,13.82,20.89,1.7
0.62,14.87,21.14,1.4
3.22,15.07,20.64,-2.6
9.22,16.22,20.29,-2.3
9.37,18.32,18.34,-5.75
12.97,21.42,17.34,-7.75
10.22,22.22,17.44,-6.3
10.67,999,16.69,-12.45
6.42,999,16.24,-5.4
-1.28,999,17.54,-1.75
-1.68,999,18.34,1.3
-1.43,999,18.79,1.75
1.02,999,20.84,1.65
0.97,999,21.19,-0.5
3.77,999,20.94,-1.85
7.97,999,19.44,-4.55
11.42,999,18.19,-5.7
12.22,999,16.89,-9.4
10.62,999,16.24,-10.1
7.72,999,16.14,-9
3.72,999,16.99,-3.45
1.77,999,17.64,-1.2
1.01,999,19.2,-0.1
-0.84,999,20.9,0.6
-1.14,999,22.15,-0.1
0.31,15.13,22.4,-0.2
7.66,15.23,20.85,-2.5
6.76,17.58,20.35,-6.2
10.11,19.23,19.05,-5.65
12.51,21.58,17.85,-8.75
10.01,22.28,17.25,-9.75
9.21,21.93,17,-10.25
3.31,19.78,17.55,-5.8
-0.49,999,18.8,-2.95
-0.54,16.18,19.75,0.95
0.11,15.63,21.25,2.7
-1.04,14.98,21.6,2.6
0.11,15.08,22.1,0.05
4.16,16.03,21.2,-3
7.11,17.18,20.5,-2.75
11.81,18.48,18.2,-4.35
10.61,21.08,17.5,-9.1
12.76,22.98,16.2,-9.2
7.86,21.38,15.6,-9.15
4.86,19.53,16.3,-4.4
1.06,16.08,17.35,-0.95
-0.59,14.92,18.35,-0.25
-2.39,15.07,19.9,1.4
-0.24,13.72,20.85,1.25
2.06,14.57,21.55,-1.15
3.46,15.92,21.6,-3
4.76,17.12,20.25,-3.95
10.41,18.97,19.3,-6.2
14.81,21.47,17.75,-7
14.61,23.07,16.55,-9.5
8.91,21.77,16.35,-4.3
3.11,20.87,17.05,-2.7
0.56,18.72,17.75,-1.15
-1.14,15.72,19.05,0.3
0.11,15.12,21.1,1.6
-2.99,14.67,22.25,1.45
2.31,14.87,22.25,-0.65
4.76,15.42,21.15,-2.6
6.81,16.67,19.15,-2.5
10.16,18.82,18.15,-4.8
11.76,21.57,16.45,-4.35
10.31,22.72,15.9,-3.3
9.66,22.47,16.2,-2.25
3.31,19.32,16.8,-3.5
4.21,17.32,18.3,-0.55
-5.3,15.06,19.55,0.5
-1.75,14.46,21.15,1.8
2.1,14.11,21.55,1.05
-3.95,15.66,21.4,-0.45
5.1,16.06,21,-2.2
8.9,17.86,19.45,-2.9
13.1,19.81,17.65,-5.6
10,21.61,16.75,-5
12.4,23.36,16,-10.15
8.55,21.76,15.55,-9.1
3,20.66,16.2,-5.55
0.2,18.26,18.55,-2.05
-4,16.16,19.85,0.25
-2.02,15.81,21.6,1.5
-3.62,16.36,22.4,999
-0.71,15.01,22.65,-0.5
-0.37,16.66,21.95,-2.9
8,18.06,20.4,-4.2
8.75,20.11,18.35,-8.7
13.3,22.66,17.15,-7.95
9.85,24.26,16.4,-11.45
6.3,22.76,16.5,-8.55
1.15,20.71,16.9,-4.55
1,18.66,17.9,-1.85
-2.15,16.35,19.05,0.75
-3.2,16.6,20.4,1.55
2.05,15.35,21.35,0.6
2.4,13.9,21.2,-0.65
5.25,14.9,20.85,0.45
10.6,17,19.7,-2.65
8.65,20.05,18.05,-1.65
14.2,21.65,16.65,-4.6
12.8,22.9,15.95,-3.85
9.15,21.25,16.85,-3.25
3.6,20.7,16.7,-2.2
-1.2,16.65,17.55,-0.8
2.35,15.1,19.1,2.5
